examples/c/app/out/app.elf:1a005f84 00000308 T __sfvwrite_r
examples/c/app/out/app.elf:1a002118 000002d0 T __udivmoddi4
examples/c/app/out/app.elf:1a00183c T __aeabi_drsub
examples/c/app/out/app.elf:1a000690 00000020 T _sbrk_r
examples/c/app/out/app.elf:1a007390 00000004 T ExtRateIn
examples/c/app/out/app.elf:1a0001ba 00000002 W IntDefaultHandler
examples/c/app/out/app.elf:1a000300 T __CRP_WORD_END__
examples/c/app/out/app.elf:1a000618 0000004e T _read_r
examples/c/app/out/app.elf:1a002098 00000012 T __aeabi_dcmplt
examples/c/app/out/app.elf:1a0023ec 000000ce T _fclose_r
examples/c/app/out/app.elf:1a0001ba 00000002 W GPIO1_IRQHandler
examples/c/app/out/app.elf:10000a40 00000004 B __malloc_max_sbrked_mem
examples/c/app/out/app.elf:1a001b04 00000042 T __extendsfdf2
examples/c/app/out/app.elf:1a001e08 000001d0 T __aeabi_ddiv
examples/c/app/out/app.elf:1a0001ba 00000002 W SSP0_IRQHandler
examples/c/app/out/app.elf:1a001848 00000276 T __adddf3
examples/c/app/out/app.elf:1a007800 R __exidx_start
examples/c/app/out/app.elf:10000a5c 00000001 B __lock___env_recursive_mutex
examples/c/app/out/app.elf:1a001bb4 00000254 T __aeabi_dmul
examples/c/app/out/app.elf:1a0002fc 00000004 T CRP_WORD
examples/c/app/out/app.elf:10000a60 00000001 B __lock___sinit_recursive_mutex
examples/c/app/out/app.elf:1a006b14 0000036c T _realloc_r
examples/c/app/out/app.elf:1a002a0c 00000048 T __libc_init_array
examples/c/app/out/app.elf:1a0070ec 00000064 T _fputwc_r
examples/c/app/out/app.elf:1a0076f0 00000028 T __mprec_bigtens
examples/c/app/out/app.elf:1a001ac0 0000001e T __floatunsidf
examples/c/app/out/app.elf:1a0001ba 00000002 W ADC1_IRQHandler
examples/c/app/out/app.elf:1a006924 00000038 T __mcmp
examples/c/app/out/app.elf:1a000904 00000030 T Board_Init
examples/c/app/out/app.elf:1a0005e6 00000002 W _init
examples/c/app/out/app.elf:1a000114 T __data_section_table
examples/c/app/out/app.elf:1a0004c0 0000001a T read_bytes
examples/c/app/out/app.elf:1a0001ba 00000002 W RTC_IRQHandler
examples/c/app/out/app.elf:10000a78 B _ebss
examples/c/app/out/app.elf:1a0001ba 00000002 W TIMER0_IRQHandler
examples/c/app/out/app.elf:1a00055c 00000088 T Reset_Handler
examples/c/app/out/app.elf:1a0016cc 0000007c T tickInit
examples/c/app/out/app.elf:20010000 A __top_RamAHB_ETB16
examples/c/app/out/app.elf:1a0001ba 00000002 W SPI_IRQHandler
examples/c/app/out/app.elf:1a0065ec 00000040 T __hi0bits
examples/c/app/out/app.elf:1a000a48 00000038 T Chip_I2C_SetClockRate
examples/c/app/out/app.elf:1a0072b4 0000004e T __fixdfsi
examples/c/app/out/app.elf:1a0001ba 00000002 W LCD_IRQHandler
examples/c/app/out/app.elf:1a000eb0 0000004c T Chip_Clock_EnableCrystal
examples/c/app/out/app.elf:10000a64 00000001 B __lock___malloc_recursive_mutex
examples/c/app/out/app.elf:1a00044a 0000001e T write
examples/c/app/out/app.elf:10008000 A __top_RamLoc32
examples/c/app/out/app.elf:1a000468 0000003a T read_bit
examples/c/app/out/app.elf:1a001848 00000276 T __aeabi_dadd
examples/c/app/out/app.elf:1a00018a 0000001e T data_init
examples/c/app/out/app.elf:1a001fe0 00000082 T __ledf2
examples/c/app/out/app.elf:1a0067d0 000000a0 T __pow5mult
examples/c/app/out/app.elf:1a001b48 0000006a T __aeabi_ul2d
examples/c/app/out/app.elf:1a0001ba 00000002 W TIMER1_IRQHandler
examples/c/app/out/app.elf:1a000a24 00000024 T Chip_I2C_Init
examples/c/app/out/app.elf:1a002a60 00000002 T __retarget_lock_release_recursive
examples/c/app/out/app.elf:1a0001ba 00000002 W UART2_IRQHandler
examples/c/app/out/app.elf:1a00106c 0000006c T Chip_Clock_GetMainPLLHz
examples/c/app/out/app.elf:1a007490 000000e6 T gpioPinsInit
examples/c/app/out/app.elf:1a00097c 00000012 T Chip_SSP_SetClockRate
examples/c/app/out/app.elf:1a0020d4 00000012 T __aeabi_dcmpgt
examples/c/app/out/app.elf:1a0001ba 00000002 W GPIO2_IRQHandler
examples/c/app/out/app.elf:1a000340 0000005c T delayUs
examples/c/app/out/app.elf:1a002714 0000000c T __sfp_lock_acquire
examples/c/app/out/app.elf:1a006390 T memchr
examples/c/app/out/app.elf:1a0027cc 000001ec T _free_r
examples/c/app/out/app.elf:1a001154 00000026 T Chip_Clock_GetBaseClock
examples/c/app/out/app.elf:1a007150 0000000c T __locale_mb_cur_max
examples/c/app/out/app.elf:1a0020c0 00000012 T __aeabi_dcmpge
examples/c/app/out/app.elf:100009f8 B _bss
examples/c/app/out/app.elf:1a000b0c 00000032 T Chip_ADC_SetSampleRate
examples/c/app/out/app.elf:1a00039c 00000056 T detectar
examples/c/app/out/app.elf:1a001844 0000027a T __aeabi_dsub
examples/c/app/out/app.elf:10000880 00000004 D __malloc_sbrk_base
examples/c/app/out/app.elf:1a001b48 0000006a T __floatundidf
examples/c/app/out/app.elf:1a006870 000000b2 T __lshift
examples/c/app/out/app.elf:1a0004a2 0000001e T read
examples/c/app/out/app.elf:1a0001ba 00000002 W I2S1_IRQHandler
examples/c/app/out/app.elf:1a00098e 0000003e T Chip_SSP_SetBitRate
examples/c/app/out/app.elf:1a000a80 00000002 T Chip_GPIO_Init
examples/c/app/out/app.elf:1a0073bc 00000004 T OscRateIn
examples/c/app/out/app.elf:1a0066a0 00000130 T __multiply
examples/c/app/out/app.elf:10000a78 ? _end_noinit
examples/c/app/out/app.elf:10008000 A _vStackTop
examples/c/app/out/app.elf:1a006eec 00000072 T strncpy
examples/c/app/out/app.elf:10000a18 00000028 B __malloc_current_mallinfo
examples/c/app/out/app.elf:1a006a54 000000be T __d2b
examples/c/app/out/app.elf:1a0001ba 00000002 W SSP1_IRQHandler
examples/c/app/out/app.elf:1a000178 T __bss_section_table_end
examples/c/app/out/app.elf:1a0005e8 0000000a T _close_r
examples/c/app/out/app.elf:1a001ae0 00000022 T __aeabi_i2d
examples/c/app/out/app.elf:1a001428 000001ac T gpioInit
examples/c/app/out/app.elf:1a002a58 00000002 T __retarget_lock_close_recursive
examples/c/app/out/app.elf:1a004f38 000000d0 T __swsetup_r
examples/c/app/out/app.elf:1a0023e8 00000002 W __aeabi_ldiv0
examples/c/app/out/app.elf:1a001e08 000001d0 T __divdf3
examples/c/app/out/app.elf:10000478 00000408 D __malloc_av_
examples/c/app/out/app.elf:1a001bb4 00000254 T __muldf3
examples/c/app/out/app.elf:1a000330 00000010 T initTemperatureSensor
examples/c/app/out/app.elf:1a0031e8 00000022 T __sread
examples/c/app/out/app.elf:1a001774 0000001c T USB0_IRQHandler
examples/c/app/out/app.elf:1a0001ba 00000002 W GPIO3_IRQHandler
examples/c/app/out/app.elf:1a0031a8 0000000c T __malloc_lock
examples/c/app/out/app.elf:1a0008d4 00000014 T Board_UARTPutChar
examples/c/app/out/app.elf:1a0001ba 00000002 W SCT_IRQHandler
examples/c/app/out/app.elf:1a002608 0000005a T _fflush_r
examples/c/app/out/app.elf:1a006fec 0000005e T _calloc_r
examples/c/app/out/app.elf:1a000f18 0000001c T Chip_Clock_GetDividerDivisor
examples/c/app/out/app.elf:1a0002fc T __CRP_WORD_START__
examples/c/app/out/app.elf:1a002a5c 00000002 T __retarget_lock_acquire_recursive
examples/c/app/out/app.elf:1a003108 000000a0 T memset
examples/c/app/out/app.elf:1a00017c 00000002 W MemManage_Handler
examples/c/app/out/app.elf:1a000300 00000030 T main
examples/c/app/out/app.elf:10000a44 00000004 B __malloc_max_total_mem
examples/c/app/out/app.elf:1a002a54 00000002 T __retarget_lock_init_recursive
examples/c/app/out/app.elf:1a0001ba 00000002 W WDT_IRQHandler
examples/c/app/out/app.elf:2000c000 A __top_RamAHB16
examples/c/app/out/app.elf:1008a000 A __top_RamLoc40
examples/c/app/out/app.elf:1a000182 00000002 W SVC_Handler
examples/c/app/out/app.elf:1a00326c 00000008 T __sclose
examples/c/app/out/app.elf:1a005130 00000e54 T _dtoa_r
examples/c/app/out/app.elf:1a002a64 00000570 T _malloc_r
examples/c/app/out/app.elf:1a00726c 0000001a T __ascii_wctomb
examples/c/app/out/app.elf:1a001b58 0000005a T __aeabi_l2d
examples/c/app/out/app.elf:1a0001ba 00000002 W GPIO7_IRQHandler
examples/c/app/out/app.elf:1a001188 0000003c T Chip_Clock_EnableOpts
examples/c/app/out/app.elf:1a00093e 00000008 T __stdio_getchar
examples/c/app/out/app.elf:1a00272c 000000a0 T _malloc_trim_r
examples/c/app/out/app.elf:1a000f34 000000b8 T Chip_Clock_GetClockInputHz
examples/c/app/out/app.elf:1a000fec 00000080 T Chip_Clock_CalcMainPLLValue
examples/c/app/out/app.elf:1a0013a0 00000038 T SystemInit
examples/c/app/out/app.elf:1a0001ba 00000002 W SPIFI_IRQHandler
examples/c/app/out/app.elf:1a001804 00000038 T delay
examples/c/app/out/app.elf:1a0001ba 00000002 W QEI_IRQHandler
examples/c/app/out/app.elf:1a000150 T __bss_section_table
examples/c/app/out/app.elf:1a001fe8 0000007a T __nedf2
examples/c/app/out/app.elf:1a0015d4 0000006a T gpioWrite
examples/c/app/out/app.elf:1a0005e4 00000002 W _fini
examples/c/app/out/app.elf:1a000acc 00000040 T Chip_ADC_Init
examples/c/app/out/app.elf:10000a50 00000004 B g_pUsbApi
examples/c/app/out/app.elf:1a0006b0 00000038 T Board_SetupMuxing
examples/c/app/out/app.elf:1a0012c4 000000dc T Chip_UART_SetBaudFDR
examples/c/app/out/app.elf:1a0016a8 0000000c T tickRead
examples/c/app/out/app.elf:1a000666 00000028 T _write_r
examples/c/app/out/app.elf:10000040 00000008 D tickRateMS
examples/c/app/out/app.elf:1a0001ba 00000002 W ETH_IRQHandler
examples/c/app/out/app.elf:10000048 00000004 D _impure_ptr
examples/c/app/out/app.elf:1a0024bc 0000014a T __sflush_r
examples/c/app/out/app.elf:10000000 ? _end_uninit_RESERVED
examples/c/app/out/app.elf:1a0003f2 00000058 T write_bit
examples/c/app/out/app.elf:1a0001ba 00000002 W CAN0_IRQHandler
examples/c/app/out/app.elf:1a00715c 0000002a T __ascii_mbtowc
examples/c/app/out/app.elf:10000000 D _data
examples/c/app/out/app.elf:10000a78 B _pvHeapStart
examples/c/app/out/app.elf:1a000178 T __section_table_end
examples/c/app/out/app.elf:1a0009cc 00000038 T Chip_SSP_Init
examples/c/app/out/app.elf:1a0001ba 00000002 W GINT0_IRQHandler
examples/c/app/out/app.elf:1a006294 0000005c T __swhatbuf_r
examples/c/app/out/app.elf:1a0001ba 00000002 W DAC_IRQHandler
examples/c/app/out/app.elf:1a0008b0 00000024 T Board_Debug_Init
examples/c/app/out/app.elf:1a002084 00000012 T __aeabi_dcmpeq
examples/c/app/out/app.elf:1a000934 0000000a T __stdio_putchar
examples/c/app/out/app.elf:100009f4 D _edata
examples/c/app/out/app.elf:1a000a04 00000020 T Chip_I2C_EventHandler
examples/c/app/out/app.elf:1a0001ba 00000002 W M0SUB_IRQHandler
examples/c/app/out/app.elf:1a00704c 0000009e T __fputwc
examples/c/app/out/app.elf:10000a68 00000001 B __lock___at_quick_exit_mutex
examples/c/app/out/app.elf:1a000b4c 00000158 T Chip_SetupCoreClock
examples/c/app/out/app.elf:1a00320c 0000003e T __swrite
examples/c/app/out/app.elf:1a0001ba 00000002 W GPIO0_IRQHandler
examples/c/app/out/app.elf:10000884 00000004 D __malloc_trim_threshold
examples/c/app/out/app.elf:1a000000 00000040 T g_pfnVectors
examples/c/app/out/app.elf:1a0029b8 00000052 T _fwalk_reent
examples/c/app/out/app.elf:1a000ca4 00000014 T SystemCoreClockUpdate
examples/c/app/out/app.elf:1a00695c 000000f8 T __mdiff
examples/c/app/out/app.elf:1a0072b4 0000004e T __aeabi_d2iz
examples/c/app/out/app.elf:1a0001ba 00000002 W DMA_IRQHandler
examples/c/app/out/app.elf:1a0001ba 00000002 W EVRT_IRQHandler
examples/c/app/out/app.elf:1b080000 A __top_MFlashB512
examples/c/app/out/app.elf:1a002720 0000000c T __sfp_lock_release
examples/c/app/out/app.elf:1a007578 00000101 T _ctype_
examples/c/app/out/app.elf:1a0023e8 00000002 W __aeabi_idiv0
examples/c/app/out/app.elf:1a007288 0000002c T __unorddf2
examples/c/app/out/app.elf:1a00017e 00000002 W BusFault_Handler
examples/c/app/out/app.elf:10000a6c 00000001 B __lock___dd_hash_mutex
examples/c/app/out/app.elf:1a0062f0 00000094 T __smakebuf_r
examples/c/app/out/app.elf:10000a70 00000001 B __lock___tz_mutex
examples/c/app/out/app.elf:1a003280 000000dc T strlen
examples/c/app/out/app.elf:1a0011c4 00000034 T Chip_Clock_Enable
examples/c/app/out/app.elf:1a002074 00000010 T __aeabi_cdcmpeq
examples/c/app/out/app.elf:1a001fd8 0000008a T __gedf2
examples/c/app/out/app.elf:1a0001ba 00000002 W UART3_IRQHandler
examples/c/app/out/app.elf:1a0001ba 00000002 W MCPWM_IRQHandler
examples/c/app/out/app.elf:1a006fd8 00000014 T __sprint_r
examples/c/app/out/app.elf:1a0001ba 00000002 W M0APP_IRQHandler
examples/c/app/out/app.elf:1a00163e 00000068 T gpioRead
examples/c/app/out/app.elf:1a001b04 00000042 T __aeabi_f2d
examples/c/app/out/app.elf:1a0004dc 0000007c T leerTemperatura
examples/c/app/out/app.elf:1a001790 00000074 T boardInit
examples/c/app/out/app.elf:1a000040 000000d4 T g_pfnVendorVectors
examples/c/app/out/app.elf:1a001844 0000027a T __subdf3
examples/c/app/out/app.elf:1a003360 00001b54 T _vfprintf_r
examples/c/app/out/app.elf:1a0001ba 00000002 W GINT1_IRQHandler
examples/c/app/out/app.elf:1a00662c 00000060 T __lo0bits
examples/c/app/out/app.elf:1a0016b4 00000018 T tickPowerSet
examples/c/app/out/app.elf:1a006e80 0000006c T frexp
examples/c/app/out/app.elf:10000888 0000016c D __global_locale
examples/c/app/out/app.elf:1a0010fc 00000058 T Chip_Clock_SetBaseClock
examples/c/app/out/app.elf:1a0013d8 0000001c T cyclesCounterInit
examples/c/app/out/app.elf:1a0001ba 00000002 W GPIO4_IRQHandler
examples/c/app/out/app.elf:10000a74 00000001 B __lock___sfp_recursive_mutex
examples/c/app/out/app.elf:1a000754 0000000c T Board_SystemInit
examples/c/app/out/app.elf:1a006560 0000008a T __multadd
examples/c/app/out/app.elf:1a00654c 00000012 T _Bfree
